pair,cdt,sub_id,dist,length,pcmi,sig_mi,pcgc,sig_pcgc,pcte,smvgc
FF,Rest,ArLa,1.835109,49.876575,0.01217625349186413,1.0,0.0012232053494913853,0.0,0.2205890364625091,"[1.17553406e-02 1.17489848e-02 1.17299642e-02 ... 8.64875409e-07
 8.56899842e-07 8.54241369e-07]"
OF,Rest,ArLa,12.212064999999999,60.253530999999995,6.071080475678059e-06,0.0,0.00032403073452202946,0.0,0.05843469172381752,"[1.16276137e-03 1.15961382e-03 1.15026592e-03 ... 4.87813786e-05
 4.87795488e-05 4.87789389e-05]"
RR,Rest,ArLa,-76.97805,30.949008999999997,3.241355953420566e-05,0.0,0.00011891588260715125,0.0,0.021444919265033904,"[2.00489190e-04 2.00445249e-04 2.00313699e-04 ... 8.47205638e-05
 8.47206737e-05 8.47207104e-05]"
OR,Rest,ArLa,-73.945358,27.916317,8.54012639806001e-06,0.0,0.00026506328593356443,0.0,0.04780068601726084,"[1.60769189e-03 1.60727928e-03 1.60604330e-03 ... 2.42477940e-05
 2.42477878e-05 2.42477857e-05]"
FR,Rest,ArLa,-63.97155,17.942509,1.2798293374416403e-05,0.0,0.00028177329596457135,0.0,0.050814117092878155,"[2.55339835e-03 2.55266341e-03 2.55046130e-03 ... 8.69084515e-06
 8.69021260e-06 8.69000175e-06]"
FR,Rest,ArLa,-48.041466,2.0124250000000004,0.001850757376278267,1.0,9.36444331027797e-05,0.0,0.01688754490552982,"[2.37667075e-04 2.37536905e-04 2.37147737e-04 ... 3.34287669e-05
 3.34288391e-05 3.34288632e-05]"
OR,Rest,ArLa,-40.257335999999995,5.771705000000004,0.00010485763310263962,0.0,0.000319277006652241,0.0,0.057577419270882585,"[5.64439754e-06 5.90341422e-06 6.67976273e-06 ... 1.04995051e-04
 1.04993408e-04 1.04992860e-04]"
FR,Rest,ArLa,-37.061943,8.967098,0.0001777130368161295,0.0,0.00024922089040657625,0.0,0.04494371783443742,"[2.74200354e-04 2.74225165e-04 2.74299518e-04 ... 7.85149642e-05
 7.85153165e-05 7.85154339e-05]"
OR,Rest,ArLa,-34.027912,12.001128999999999,0.0005145550719216629,0.0,0.0003555230517127139,0.0,0.06411391795345536,"[3.31751739e-03 3.31652547e-03 3.31355275e-03 ... 3.66013750e-06
 3.65994495e-06 3.65988077e-06]"
FR,Rest,ArLa,-27.230452000000003,18.798588999999996,0.0014291172127531837,1.0,0.00037936792085724313,0.0,0.06841402726163767,"[2.44100738e-03 2.44073328e-03 2.43991168e-03 ... 1.10683079e-05
 1.10674595e-05 1.10671767e-05]"
